Period,Fund name,ABN,Merger,Merged,Acquirer,Fund type,25,34,44,49,54,59,64,69,74,84,85%,1000,24999,49000,99999,199999,499999,999999,1000000,cash,fi,equity,prop,infra,comm,Other,NtOuRt,1YrRet,TtlAst
2018,Military Superannuation & Benefits Fund No 1,50925523120,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.51,0.1,0.01,0.0,0.13,0.778,0.09300044912647742,50996713
2018,Mine Superannuation Fund,16457520308,0,0,0,Industry,0.0,0.08,0.18,0.12,0.13,0.16,0.16,0.11,0.04,0.02,0.0,0.05,0.21,0.09,0.14,0.23,0.22,0.06,0.01,0.13,0.17,0.5,0.09,0.03,0.0,0.07,1.188,0.076,11213745
2018,MLC Super Fund,70732426024,0,0,0,Retail,0.0,0.06,0.18,0.14,0.14,0.15,0.12,0.09,0.06,0.04,0.0,0.25,0.32,0.11,0.13,0.11,0.07,0.02,0.0,0.15,0.19,0.56,0.06,0.01,0.0,0.03,1.262,0.078,81341176
2018,MLC Superannuation Fund,40022701955,0,0,0,Retail,0.0,0.01,0.04,0.04,0.06,0.12,0.21,0.23,0.17,0.12,0.01,0.04,0.12,0.08,0.15,0.2,0.25,0.11,0.04,0.2,0.15,0.56,0.05,0.02,0.0,0.02,1.148,0.071,19688020
2018,MyLifeMyMoney Superannuation Fund,50237896957,0,0,0,Industry,0.0,0.03,0.09,0.09,0.13,0.19,0.21,0.16,0.08,0.03,0.0,0.09,0.3,0.11,0.16,0.15,0.13,0.05,0.01,0.13,0.1,0.58,0.08,0.07,0.0,0.04,0.753,0.092,9740910
2018,National Mutual Pro-Super Fund,46208334003,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,National Mutual Retirement Fund,76746741299,0,0,0,Retail,0.0,0.0,0.01,0.09,0.22,0.3,0.24,0.09,0.03,0.01,0.0,0.11,0.57,0.15,0.12,0.05,0.01,0.0,0.0,0.02,0.36,0.5,0.11,0.01,0.0,0.0,5.578,0.062,2211583
2018,Nationwide Superannuation Fund,15201768813,0,1,Russell Investments Master Trust,Industry,0.02,0.16,0.27,0.15,0.14,0.14,0.08,0.03,0.01,0.0,0.0,0.24,0.55,0.09,0.07,0.03,0.0,0.0,0.0,0.06,0.15,0.54,0.13,0.08,0.0,0.05,1.119,0.085,636560
2018,NESS Super,72229227691,0,0,0,Industry,0.03,0.19,0.26,0.14,0.13,0.13,0.08,0.03,0.0,0.0,0.0,0.16,0.37,0.14,0.14,0.13,0.05,0.0,0.0,0.04,0.17,0.63,0.14,0.02,0.0,0.0,0.777,0.084,763881
2018,Netwealth Superannuation Master Fund,94573747704,0,0,0,Retail,0.0,0.03,0.1,0.08,0.09,0.24,0.08,0.17,0.11,0.07,0.01,0.04,0.16,0.14,0.22,0.21,0.17,0.06,0.01,0.16,0.19,0.59,0.04,0.0,0.0,0.02,0.422,0.063,7850891
2018,Newcastle Permanent Superannuation Plan,57170878804,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,NGS Super,73549180515,0,0,0,Industry,0.0,0.04,0.14,0.12,0.13,0.18,0.17,0.13,0.06,0.02,0.0,0.1,0.33,0.13,0.16,0.15,0.1,0.02,0.0,0.06,0.2,0.53,0.12,0.08,0.0,0.0,0.807,0.102,9204049
2018,Oasis Superannuation Master Trust,81154851339,0,0,0,Retail,0.0,0.01,0.06,0.07,0.09,0.14,0.17,0.2,0.15,0.1,0.0,0.03,0.25,0.13,0.18,0.18,0.15,0.05,0.02,0.15,0.21,0.54,0.06,0.02,0.0,0.02,4.349,0.074,4875302
2018,OnePath Masterfund,53789980697,0,0,0,Retail,0.01,0.08,0.18,0.12,0.11,0.12,0.13,0.11,0.08,0.06,0.0,0.41,0.29,0.09,0.09,0.07,0.04,0.01,0.0,0.1,0.25,0.58,0.06,0.01,0.0,0.0,1.275,0.073,37636357
2018,OneSuper,43905581638,0,0,0,Retail,0.01,0.08,0.2,0.17,0.16,0.17,0.11,0.08,0.02,0.0,0.0,0.21,0.48,0.14,0.11,0.05,0.0,0.0,0.0,0.17,0.28,0.49,0.07,0.0,0.0,0.0,1.878,0.069,193822
2018,Perpetual Super Wrap,22897174641,0,0,0,Retail,0.3,0.17,0.08,0.04,0.05,0.06,0.08,0.1,0.06,0.04,0.01,0.02,0.06,0.02,0.04,0.1,0.25,0.25,0.26,0.15,0.21,0.55,0.09,0.01,0.0,-0.01,0.638,0.09,1451842
2018,Perpetual WealthFocus Superannuation Fund,41772007500,0,0,0,Retail,0.0,0.02,0.1,0.1,0.12,0.15,0.13,0.14,0.11,0.12,0.01,0.03,0.18,0.17,0.24,0.23,0.13,0.02,0.0,0.13,0.11,0.68,0.05,0.01,0.0,0.01,2.926,0.076,1985506
2018,Perpetual's Select Superannuation Fund,51068260563,0,0,0,Retail,0.06,0.1,0.15,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.01,0.1,0.43,0.13,0.13,0.1,0.07,0.02,0.01,0.18,0.22,0.49,0.1,0.01,0.0,0.0,3.425,0.085,1489781
2018,Personal Choice Private Fund,50159477169,0,0,0,Retail,0.0,0.0,0.06,0.06,0.05,0.13,0.24,0.21,0.17,0.07,0.0,0.05,0.08,0.07,0.15,0.28,0.28,0.08,0.01,0.15,0.22,0.49,0.06,0.02,0.0,0.07,2.166,0.071,281121
2018,Pitcher Retirement Plan,15828677472,0,0,0,Corporate,0.0,0.14,0.3,0.14,0.14,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.36,0.16,0.17,0.15,0.08,0.0,0.0,0.15,0.24,0.49,0.09,0.04,0.0,0.0,1.65,0.073,86873
2018,Port of Melbourne Superannuation Fund,50014520066,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.58,0.02,0.0,0.0,0.06,2.605,0.073,31793
2018,Powerwrap Master Plan,82890650204,0,0,0,Retail,0.0,0.02,0.11,0.1,0.09,0.15,0.14,0.17,0.13,0.09,0.0,0.04,0.11,0.19,0.28,0.22,0.14,0.0,0.0,0.21,0.26,0.45,0.07,0.0,0.0,0.02,1.539,0.054,267020
2018,Praemium SMA Superannuation Fund,75703857864,0,0,0,Retail,0.0,0.03,0.12,0.09,0.1,0.16,0.2,0.17,0.08,0.03,0.0,0.11,0.09,0.1,0.2,0.23,0.2,0.05,0.01,0.18,0.23,0.51,0.04,0.0,0.0,0.03,0.276,0.046,953195
2018,Premiumchoice Retirement Service,70479285132,0,0,0,Retail,0.0,0.01,0.08,0.08,0.11,0.16,0.18,0.2,0.11,0.07,0.0,0.05,0.14,0.1,0.17,0.22,0.22,0.06,0.03,0.22,0.14,0.57,0.04,0.03,0.0,-0.01,1.24,0.078,439580
2018,Prime Super,60562335823,0,0,0,Industry,0.02,0.13,0.2,0.13,0.14,0.16,0.11,0.06,0.03,0.01,0.0,0.21,0.45,0.12,0.12,0.07,0.02,0.0,0.0,0.15,0.19,0.5,0.06,0.1,0.0,0.0,0.743,0.078,3970270
2018,Public Sector Superannuation Accumulation Plan,65127917725,0,0,0,Public Sector,0.01,0.23,0.33,0.13,0.11,0.1,0.06,0.03,0.01,0.0,0.0,0.06,0.28,0.12,0.18,0.27,0.09,0.01,0.0,0.13,0.13,0.5,0.11,0.01,0.0,0.13,0.345,0.091,12687338
2018,Public Sector Superannuation Scheme,74172177893,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.5,0.1,0.01,0.0,0.14,1.26,0.09267579507536462,78763980
2018,Qantas Superannuation Plan,41272198829,0,0,0,Corporate,0.0,0.02,0.12,0.17,0.21,0.25,0.14,0.05,0.02,0.0,0.0,0.02,0.19,0.1,0.13,0.16,0.26,0.11,0.03,0.11,0.29,0.45,0.04,0.04,0.02,0.04,1.172,0.092,8330948
2018,Queensland Independent Education & Care Superannuation Trust,15549636673,0,1,NGS Super,Industry,0.01,0.07,0.19,0.14,0.14,0.18,0.16,0.08,0.02,0.0,0.0,0.22,0.33,0.12,0.14,0.11,0.07,0.01,0.0,0.12,0.16,0.52,0.09,0.11,0.0,0.01,0.729,0.086,1605673
2018,Rei Super,76641658449,0,0,0,Industry,0.01,0.13,0.26,0.14,0.13,0.12,0.1,0.07,0.03,0.0,0.0,0.09,0.41,0.16,0.18,0.12,0.04,0.0,0.0,0.12,0.15,0.57,0.09,0.0,0.0,0.07,0.922,0.072,1631662
2018,Retail Employees Superannuation Trust,62653671394,0,0,0,Industry,0.05,0.22,0.22,0.11,0.1,0.11,0.09,0.06,0.03,0.01,0.0,0.19,0.55,0.12,0.08,0.04,0.01,0.0,0.0,0.06,0.26,0.52,0.1,0.05,0.0,0.02,0.567,0.083,53791480
2018,Retirement Portfolio Service,61808189263,0,0,0,Retail,0.0,0.01,0.04,0.04,0.05,0.11,0.2,0.19,0.19,0.15,0.0,0.03,0.07,0.07,0.16,0.24,0.28,0.11,0.03,0.12,0.24,0.55,0.05,0.01,0.0,0.03,0.403,0.065,1400296
2018,Retirement Wrap,39827542991,0,0,0,Retail,0.01,0.06,0.13,0.09,0.1,0.12,0.15,0.14,0.11,0.07,0.01,0.23,0.32,0.12,0.12,0.1,0.08,0.03,0.01,0.09,0.23,0.54,0.07,0.01,0.0,0.05,1.112,0.078,65416679
2018,Russell Investments Master Trust,89384753567,0,0,0,Retail,0.0,0.05,0.18,0.16,0.17,0.19,0.13,0.07,0.04,0.02,0.0,0.08,0.31,0.12,0.15,0.15,0.14,0.04,0.01,0.08,0.29,0.53,0.06,0.03,0.0,0.01,1.739,0.073,8741134
2018,Smart Future Trust,68964712340,0,0,0,Retail,0.0,0.08,0.22,0.16,0.15,0.16,0.12,0.06,0.03,0.0,0.0,0.7,0.12,0.05,0.06,0.04,0.02,0.0,0.0,0.07,0.22,0.64,0.06,0.01,0.0,0.0,0.938,0.092,3469526
2018,SMF Eligible Rollover Fund,82810851250,0,0,0,Retail - ERF,0.0,0.04,0.31,0.21,0.18,0.13,0.09,0.02,0.0,0.0,0.0,0.76,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.43,0.18,0.1,0.0,0.0,0.06,27.976,0.033,72198
2018,Spirit Super,74559365913,0,0,0,Industry,0.02,0.14,0.24,0.16,0.14,0.13,0.09,0.05,0.03,0.01,0.0,0.12,0.41,0.15,0.17,0.12,0.03,0.0,0.0,0.14,0.14,0.51,0.09,0.1,0.0,0.02,0.741,0.089,11861384
2018,SPSL Master Trust,98350952022,0,0,0,Retail,0.01,0.07,0.19,0.14,0.14,0.14,0.11,0.08,0.06,0.05,0.01,0.46,0.27,0.09,0.09,0.06,0.03,0.0,0.0,0.21,0.17,0.49,0.07,0.03,0.0,0.02,1.472,0.075,7061574
2018,Star Portfolio Superannuation Fund,24276733959,0,0,0,Retail,0.0,0.0,0.02,0.04,0.04,0.11,0.27,0.31,0.14,0.07,0.0,0.02,0.05,0.03,0.1,0.22,0.37,0.16,0.04,0.13,0.29,0.43,0.06,0.05,0.0,0.04,1.221,0.06,638804
2018,StatePlus Fixed Term Pension Plan,57583186748,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,4216
2018,StatePlus Retirement Fund,86664654341,0,0,0,Retail,0.0,0.0,0.0,0.0,0.01,0.06,0.24,0.31,0.22,0.14,0.01,0.06,0.12,0.07,0.14,0.21,0.29,0.09,0.01,0.15,0.43,0.29,0.07,0.01,0.0,0.05,1.093,0.047,17862086
2018,Statewide Superannuation Trust,54145196298,0,0,0,Industry,0.01,0.09,0.17,0.12,0.14,0.16,0.14,0.09,0.05,0.02,0.0,0.26,0.36,0.12,0.13,0.09,0.04,0.01,0.0,0.17,0.13,0.59,0.09,0.02,0.0,0.01,0.739,0.105,8520113
2018,Stone Superannuation Fund,63650017866,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,Sunsuper Superannuation Fund,98503137921,0,0,0,Industry,0.02,0.14,0.24,0.14,0.13,0.13,0.1,0.06,0.02,0.01,0.0,0.26,0.42,0.11,0.11,0.07,0.03,0.01,0.0,0.06,0.18,0.55,0.11,0.06,0.0,0.05,0.339,0.099,60317965
2018,Super Retirement Fund,40328908469,0,0,0,Retail,0.0,0.0,0.07,0.12,0.17,0.21,0.16,0.08,0.05,0.09,0.04,0.17,0.45,0.15,0.13,0.07,0.03,0.0,0.0,0.23,0.11,0.52,0.01,0.06,0.0,0.07,5.495,0.075,3572902
2018,Super Safeguard Fund,13917747013,0,0,0,Retail - ERF,0.01,0.11,0.31,0.2,0.15,0.13,0.04,0.04,0.01,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.48,0.22,0.02,0.0,0.0,0.02,9.512,-0.011,18115
2018,SuperTrace Superannuation Fund,73703878235,0,0,0,Retail - ERF,0.0,0.07,0.26,0.22,0.18,0.14,0.09,0.02,0.0,0.0,0.0,0.79,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.22,0.0,0.06,0.0,0.08,7.133,0.029,1211146
2018,Symetry Personal Retirement Fund,24685968122,0,0,0,Retail,0.0,0.0,0.02,0.04,0.06,0.1,0.17,0.21,0.21,0.17,0.01,0.04,0.13,0.1,0.17,0.22,0.25,0.08,0.02,0.14,0.27,0.48,0.08,0.0,0.0,0.02,3.22,0.061,2030371
2018,Tasplan Superannuation Fund,14602032302,0,0,0,Industry,0.01,0.09,0.18,0.12,0.13,0.16,0.15,0.09,0.05,0.02,0.0,0.14,0.39,0.14,0.15,0.12,0.05,0.01,0.0,0.13,0.14,0.55,0.1,0.06,0.0,0.02,0.868,0.088,10641983
2018,Telstra Superannuation Scheme,85502108833,0,0,0,Corporate,0.0,0.03,0.11,0.13,0.15,0.18,0.19,0.14,0.05,0.0,0.0,0.08,0.22,0.11,0.15,0.16,0.18,0.08,0.02,0.08,0.22,0.51,0.12,0.03,0.0,0.04,1.082,0.076,21464514
2018,The Bendigo Superannuation Plan,57526653420,0,0,0,Retail,0.01,0.05,0.1,0.07,0.09,0.15,0.21,0.21,0.08,0.04,0.0,0.16,0.36,0.12,0.15,0.13,0.07,0.0,0.0,0.21,0.23,0.48,0.06,0.0,0.0,0.02,0.471,0.069,1345466
2018,The Executive Superannuation Fund,60998717367,0,1,Smart Future Trust,Retail,0.01,0.1,0.23,0.15,0.14,0.14,0.1,0.06,0.03,0.03,0.0,0.19,0.46,0.12,0.1,0.07,0.04,0.01,0.0,0.13,0.17,0.6,0.03,0.01,0.0,0.06,0.972,0.083,2130343
2018,The James Superannuation Fund,83245376219,0,0,0,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,The Paragon Superannuation Fund,34982984313,0,0,0,Corporate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,The State Bank Supersafe Approved Deposit Fund,30152006147,0,0,0,Retail,0.0,0.0,0.0,0.0,0.15,0.39,0.45,0.0,0.0,0.0,0.0,0.11,0.76,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,9929
2018,The Super Money Eligible Rollover Fund (SMERF),94334023289,0,0,0,Retail - ERF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,The Towers Watson Superannuation Fund,93268215348,0,0,0,Retail,0.0,0.07,0.24,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.0,0.1,0.14,0.12,0.0,0.0,0.06,0.35,0.43,0.05,0.0,0.01,0.09,0.624,0.061,39331
2018,The University of Adelaide Superannuation Scheme A 1985,94615635536,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,The University of Wollongong Professorial Superannuation Scheme,68672265781,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,Tidswell Master Superannuation Plan,34300938877,0,0,0,Retail,0.01,0.17,0.29,0.11,0.09,0.09,0.07,0.07,0.05,0.04,0.01,0.12,0.47,0.17,0.14,0.07,0.02,0.0,0.0,0.13,0.16,0.61,0.06,0.02,0.01,0.01,0.265,0.094,681865
2018,Toyota Super,58208377062,0,0,0,Corporate,0.0,0.03,0.18,0.18,0.21,0.22,0.13,0.04,0.0,0.0,0.0,0.01,0.21,0.09,0.16,0.22,0.24,0.05,0.01,0.13,0.24,0.5,0.07,0.01,0.0,0.06,3.498,0.079,904601
2018,TWU Superannuation Fund,77343563307,0,0,0,Industry,0.01,0.07,0.17,0.15,0.17,0.19,0.14,0.07,0.02,0.0,0.0,0.18,0.41,0.12,0.14,0.13,0.03,0.0,0.0,0.08,0.17,0.47,0.08,0.09,0.0,0.11,0.85,0.081,5487741
2018,Ultimate Superannuation Fund,97900294767,0,0,0,Retail,0.0,0.0,0.06,0.07,0.05,0.11,0.2,0.24,0.15,0.1,0.0,0.02,0.08,0.08,0.2,0.28,0.24,0.08,0.01,0.11,0.22,0.52,0.06,0.0,0.0,0.08,0.842,0.053,334164
2018,Unisuper,91385943850,0,0,0,Industry,0.0,0.04,0.14,0.11,0.13,0.17,0.17,0.13,0.08,0.04,0.0,0.18,0.28,0.09,0.11,0.12,0.13,0.06,0.02,0.1,0.13,0.5,0.12,0.15,0.0,0.01,0.52,0.098,71821898
2018,United Technologies Corporation Retirement Plan,33227241196,0,0,0,Retail,0.0,0.02,0.1,0.12,0.17,0.23,0.18,0.07,0.06,0.05,0.0,0.0,0.36,0.12,0.11,0.14,0.19,0.06,0.0,0.05,0.34,0.37,0.1,0.0,0.0,0.13,1.692,0.063,324684
2018,Victorian Superannuation Fund,85977964496,0,0,0,Public Sector,0.0,0.07,0.18,0.11,0.1,0.13,0.16,0.14,0.08,0.03,0.0,0.1,0.3,0.14,0.19,0.17,0.08,0.02,0.0,0.17,0.19,0.53,0.06,0.04,0.0,0.01,0.606,0.08,21926533
2018,WA Local Government Superannuation Plan,18159499614,0,0,0,Public Sector,0.01,0.08,0.16,0.12,0.15,0.17,0.15,0.11,0.05,0.0,0.0,0.15,0.41,0.12,0.13,0.11,0.06,0.01,0.0,0.09,0.25,0.39,0.11,0.09,0.0,0.06,0.268,0.073,3657096
2018,Wealth Personal Superannuation and Pension Fund,92381911598,0,0,0,Retail,0.0,0.02,0.07,0.06,0.08,0.13,0.2,0.21,0.14,0.09,0.01,0.21,0.16,0.09,0.15,0.17,0.15,0.05,0.01,0.12,0.22,0.53,0.06,0.02,0.0,0.04,0.438,0.062,42282390
2018,Westpac Mastertrust - Superannuation Division,81236903448,0,0,0,Retail,0.02,0.14,0.26,0.15,0.13,0.13,0.08,0.04,0.02,0.03,0.0,0.27,0.41,0.13,0.11,0.06,0.02,0.0,0.0,0.1,0.14,0.62,0.09,0.0,0.01,0.04,1.177,0.085,6181933
2018,Westpac Personal Superannuation Fund,36369876939,0,0,0,Retail,0.0,0.0,0.02,0.11,0.18,0.25,0.22,0.13,0.06,0.0,0.0,0.82,0.09,0.03,0.03,0.02,0.01,0.0,0.0,0.17,0.14,0.54,0.04,0.0,0.0,0.11,2.119,0.065,386560
2018,Zurich Master Superannuation Fund,33632838393,0,0,0,Retail,0.0,0.01,0.06,0.11,0.19,0.24,0.18,0.09,0.06,0.05,0.0,0.02,0.39,0.19,0.2,0.14,0.05,0.0,0.0,0.04,0.3,0.58,0.05,0.03,0.0,0.0,1.902,0.076,1139088
2017,Advance Retirement Suite,95068282166,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,Alcoa of Australia Retirement Plan,80928800255,0,0,0,Corporate,0.0,0.02,0.09,0.12,0.19,0.26,0.18,0.09,0.04,0.01,0.0,0.01,0.07,0.04,0.08,0.19,0.35,0.22,0.04,0.17,0.3,0.42,0.07,0.03,0.0,0.0,2.094,0.108,2113546
2017,AMG Super,30099320583,0,0,0,Retail,0.0,0.06,0.16,0.1,0.1,0.13,0.14,0.14,0.08,0.07,0.01,0.12,0.4,0.12,0.15,0.12,0.07,0.02,0.01,0.22,0.08,0.63,0.05,0.01,0.0,0.0,0.461,0.059,554089
2017,AMP Eligible Rollover Fund,32931224407,0,0,0,Retail - ERF,0.0,0.04,0.25,0.21,0.17,0.15,0.1,0.06,0.01,0.0,0.0,0.76,0.22,0.01,0.01,0.0,0.0,0.0,0.0,0.43,0.45,0.08,0.04,0.0,0.0,0.0,1.765,0.028,1567940
2017,AMP Retirement Trust,73310248809,0,0,0,Retail,0.0,0.04,0.11,0.08,0.08,0.14,0.21,0.2,0.1,0.04,0.0,0.37,0.26,0.08,0.11,0.1,0.06,0.01,0.0,0.11,0.21,0.52,0.07,0.0,0.0,0.09,1.011,0.068,17427275
2017,AMP Super Fund,78421957449,0,0,0,Retail,0.01,0.1,0.23,0.16,0.16,0.15,0.11,0.05,0.02,0.01,0.0,0.39,0.45,0.07,0.06,0.02,0.01,0.0,0.0,0.15,0.22,0.51,0.07,0.0,0.0,0.04,2.136,0.085,3504068
2017,AMP Superannuation Savings Trust,76514770399,0,0,0,Retail,0.01,0.07,0.18,0.13,0.14,0.13,0.08,0.04,0.03,0.03,0.0,0.37,0.37,0.08,0.07,0.04,0.02,0.0,0.04,0.11,0.2,0.54,0.07,0.01,0.0,0.07,1.319,0.083,55329525
2017,Aon Eligible Rollover Fund,54338733881,0,0,0,Retail - ERF,0.02,0.17,0.37,0.18,0.14,0.08,0.03,0.01,0.0,0.0,0.0,0.55,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.6,0.29,0.0,0.0,0.0,0.0,3.349,0.007,53393
2017,Aracon Superannuation Fund,40586548205,0,0,0,Retail,0.0,0.0,0.01,0.02,0.02,0.07,0.18,0.27,0.2,0.21,0.0,0.03,0.15,0.08,0.12,0.19,0.23,0.14,0.06,0.6,0.0,0.36,0.0,0.03,0.0,0.01,0.762,0.059,321646
2017,ASGARD Independence Plan Division Two,90194410365,0,0,0,Retail,0.0,0.04,0.11,0.08,0.09,0.13,0.17,0.17,0.13,0.09,0.01,0.21,0.27,0.11,0.14,0.13,0.1,0.03,0.01,0.13,0.26,0.48,0.07,0.01,0.01,0.05,1.168,0.071,22437182
2017,Australia Post Superannuation Scheme,42045077895,0,0,0,Public Sector,0.0,0.02,0.1,0.13,0.21,0.25,0.19,0.08,0.03,0.01,0.0,0.01,0.05,0.05,0.14,0.24,0.32,0.16,0.03,0.31,0.13,0.53,0.03,0.01,0.0,0.0,2.305,0.069,7786024
2017,Australian Catholic Superannuation and Retirement Fund,24680629023,0,0,0,Industry,0.0,0.05,0.13,0.1,0.12,0.19,0.19,0.13,0.07,0.02,0.0,0.15,0.29,0.13,0.17,0.13,0.09,0.02,0.0,0.18,0.23,0.38,0.07,0.06,0.0,0.08,0.745,0.069,8079353
2017,Australian Defence Force Superannuation Scheme,90302247344,0,0,0,Public Sector,0.45,0.27,0.08,0.05,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.85,0.02,0.01,0.0,0.0,0.0,0.0,0.14,0.14,0.47,0.12,0.01,0.0,0.11,0.011,0.0,37743
2017,Australian Eligible Rollover Fund,81932639940,0,0,0,Retail - ERF,0.0,0.06,0.28,0.23,0.18,0.13,0.09,0.02,0.01,0.0,0.0,0.7,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.5,0.19,0.01,0.01,0.0,0.05,5.611,0.033,718542
2017,Australian Ethical Retail Superannuation Fund,49633667743,0,0,0,Retail,0.01,0.15,0.29,0.14,0.12,0.11,0.09,0.06,0.02,0.0,0.0,0.2,0.39,0.16,0.14,0.08,0.03,0.0,0.0,0.1,0.19,0.69,0.02,0.0,0.0,0.0,0.147,0.084,1524618
2017,Australian Meat Industry Superannuation Trust,28342064803,0,0,0,Industry,0.03,0.15,0.25,0.15,0.13,0.13,0.09,0.05,0.02,0.0,0.0,0.19,0.51,0.13,0.11,0.06,0.01,0.0,0.0,0.12,0.14,0.53,0.16,0.06,0.0,0.0,0.701,0.099,2200315
2017,Australian Retirement Trust,60905115063,0,0,0,Public Sector,0.0,0.06,0.15,0.13,0.15,0.18,0.16,0.1,0.05,0.02,0.0,0.09,0.25,0.1,0.14,0.18,0.17,0.06,0.01,0.09,0.34,0.38,0.08,0.1,0.01,0.0,0.591,0.073,95238627
2017,AustralianSuper,65714394898,0,0,0,Industry,0.01,0.1,0.2,0.13,0.14,0.15,0.13,0.09,0.04,0.01,0.0,0.14,0.45,0.13,0.13,0.1,0.05,0.01,0.0,0.1,0.18,0.52,0.09,0.11,0.0,0.0,0.521,0.117,123183652
2017,Australia's Unclaimed Super Fund,85945681973,0,0,0,Retail - ERF,0.01,0.18,0.28,0.17,0.14,0.11,0.06,0.03,0.01,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.35,0.4,0.02,0.0,0.0,0.03,1.725,0.053,532378
2017,Austsafe Superannuation Fund,92398191503,0,0,0,Industry,0.03,0.14,0.21,0.13,0.13,0.13,0.11,0.06,0.04,0.02,0.0,0.41,0.4,0.08,0.07,0.04,0.01,0.0,0.0,0.11,0.14,0.51,0.1,0.09,0.0,0.05,0.713,0.107,2524565
2017,Avanteos Superannuation Trust,38876896681,0,0,0,Retail,0.0,0.01,0.04,0.04,0.07,0.13,0.22,0.22,0.16,0.11,0.01,0.05,0.1,0.08,0.14,0.2,0.26,0.13,0.04,0.18,0.23,0.49,0.05,0.02,0.0,0.03,0.618,0.068,7760598
2017,AvSuper Fund,84421446069,0,0,0,Public Sector,0.0,0.04,0.12,0.15,0.17,0.23,0.16,0.09,0.03,0.0,0.0,0.01,0.13,0.09,0.16,0.2,0.19,0.15,0.07,0.11,0.33,0.41,0.08,0.06,0.0,0.02,0.851,0.087,2240336
